
user_id,event_time,event_name,platform
u04735,2025-01-02 02:07:00,app_open,Android
u00032,2025-01-02 02:20:00,link_bank,iOS
u08016,2025-01-02 02:30:00,app_open,Android
u06171,2025-01-02 03:13:00,app_open,Android
u07756,2025-01-02 04:01:00,complete_signup,iOS
u05508,2025-01-02 04:26:00,app_open,iOS
u08016,2025-01-02 04:30:00,complete_signup,iOS
u02939,2025-01-02 04:55:00,app_open,Android
u08420,2025-01-02 04:57:00,complete_signup,Android
u01467,2025-01-02 05:17:00,app_open,Android
u08389,2025-01-02 05:53:00,complete_signup,iOS
u07005,2025-01-02 05:54:00,complete_signup,Android
u06905,2025-01-02 06:44:00,complete_signup,Android
u09630,2025-01-02 07:35:00,app_open,Android
u01467,2025-01-02 08:17:00,complete_signup,Android
u02939,2025-01-02 08:55:00,complete_signup,iOS
u05976,2025-01-02 09:02:00,app_open,Android
u06171,2025-01-02 09:13:00,complete_signup,iOS
u05883,2025-01-02 09:15:00,app_open,iOS
u05508,2025-01-02 09:26:00,complete_signup,Android
u00748,2025-01-02 09:34:00,app_open,iOS
u01689,2025-01-02 09:54:00,complete_signup,iOS
u07777,2025-01-02 10:00:00,complete_signup,iOS
u06463,2025-01-02 10:57:00,complete_signup,iOS
u09805,2025-01-02 11:26:00,app_open,iOS
u03379,2025-01-02 11:55:00,complete_signup,iOS
u04753,2025-01-02 12:20:00,app_open,iOS
u00748,2025-01-02 12:34:00,complete_signup,Android
u02728,2025-01-02 13:09:00,app_open,iOS
u04753,2025-01-02 13:20:00,complete_signup,Web
u02177,2025-01-02 13:54:00,app_open,iOS
u07005,2025-01-02 13:54:00,link_bank,Web
u05643,2025-01-02 14:35:00,app_open,iOS
u09630,2025-01-02 14:35:00,complete_signup,Android
u03669,2025-01-02 14:38:00,app_open,Android
u02177,2025-01-02 14:54:00,complete_signup,iOS
u06752,2025-01-02 15:57:00,app_open,iOS
u05883,2025-01-02 17:15:00,complete_signup,iOS
u02728,2025-01-02 18:09:00,complete_signup,Android
u01467,2025-01-02 18:17:00,link_bank,Android
u08591,2025-01-02 18:36:00,app_open,Android
u03669,2025-01-02 18:38:00,complete_signup,Android
u01938,2025-01-02 18:44:00,app_open,iOS
u05643,2025-01-02 19:35:00,complete_signup,iOS
u03147,2025-01-02 20:25:00,app_open,iOS
u06486,2025-01-02 20:35:00,app_open,iOS
u01683,2025-01-02 21:53:00,app_open,iOS
u08739,2025-01-02 21:55:00,app_open,Android
u08420,2025-01-02 21:57:00,link_bank,Android
u06486,2025-01-02 22:35:00,complete_signup,iOS
u05126,2025-01-02 22:44:00,app_open,iOS
u09865,2025-01-02 23:08:00,app_open,iOS
u09354,2025-01-02 23:21:00,app_open,Android
u05842,2025-01-02 23:26:00,app_open,iOS
u08739,2025-01-02 23:55:00,complete_signup,Android
u02180,2025-01-02 23:58:00,app_open,Android
u07579,2025-01-03 00:49:00,app_open,iOS
u01008,2025-01-03 00:54:00,app_open,iOS
u06752,2025-01-03 00:57:00,complete_signup,Android
u02677,2025-01-03 01:01:00,app_open,iOS
u08726,2025-01-03 01:16:00,app_open,Web
u08016,2025-01-03 01:30:00,link_bank,Web
u04180,2025-01-03 01:45:00,app_open,iOS
u02812,2025-01-03 01:51:00,app_open,iOS
u08185,2025-01-03 02:02:00,app_open,Web
u09865,2025-01-03 02:08:00,complete_signup,iOS
u08726,2025-01-03 02:16:00,complete_signup,iOS
u03147,2025-01-03 02:25:00,complete_signup,iOS
u02974,2025-01-03 02:52:00,app_open,iOS
u02677,2025-01-03 03:01:00,complete_signup,iOS
u00926,2025-01-03 03:05:00,app_open,Web
u00748,2025-01-03 03:34:00,link_bank,iOS
u08591,2025-01-03 04:36:00,complete_signup,Web
u01008,2025-01-03 04:54:00,complete_signup,Android
u00301,2025-01-03 05:05:00,app_open,iOS
u00926,2025-01-03 05:05:00,complete_signup,iOS
u05842,2025-01-03 05:26:00,complete_signup,Web
u01938,2025-01-03 05:44:00,complete_signup,Android
u00301,2025-01-03 06:05:00,complete_signup,iOS
u01406,2025-01-03 07:13:00,link_bank,Android
u02425,2025-01-03 07:20:00,app_open,iOS
u04180,2025-01-03 07:45:00,complete_signup,Android
u03849,2025-01-03 07:57:00,app_open,iOS
u08650,2025-01-03 07:59:00,app_open,iOS
u09354,2025-01-03 08:21:00,complete_signup,iOS
u03820,2025-01-03 08:49:00,app_open,Web
u07579,2025-01-03 08:49:00,complete_signup,Android
u02974,2025-01-03 08:52:00,complete_signup,iOS
u03837,2025-01-03 08:52:00,link_bank,iOS
u01683,2025-01-03 08:53:00,complete_signup,iOS
u03849,2025-01-03 08:57:00,complete_signup,Android
u08185,2025-01-03 09:02:00,complete_signup,Android
u02263,2025-01-03 09:10:00,link_bank,Android
u02425,2025-01-03 09:20:00,complete_signup,iOS
u05126,2025-01-03 09:44:00,complete_signup,Web
u05126,2025-01-03 09:44:00,link_bank,Web
u02812,2025-01-03 09:51:00,complete_signup,Android
u07005,2025-01-03 09:54:00,fund_account,iOS
u02180,2025-01-03 10:58:00,complete_signup,Android
u02728,2025-01-03 11:09:00,link_bank,iOS
u03515,2025-01-03 11:12:00,app_open,iOS
u04002,2025-01-03 11:22:00,app_open,iOS
u00862,2025-01-03 11:37:00,app_open,Android
u03820,2025-01-03 11:49:00,complete_signup,Android
u03162,2025-01-03 12:03:00,app_open,Android
u07918,2025-01-03 12:42:00,app_open,Android
u06463,2025-01-03 12:57:00,link_bank,iOS
u02263,2025-01-03 13:10:00,fund_account,iOS
u02180,2025-01-03 13:58:00,link_bank,iOS
u06171,2025-01-03 14:13:00,link_bank,Web
u08650,2025-01-03 14:59:00,complete_signup,Android
u06142,2025-01-03 15:03:00,app_open,iOS
u00301,2025-01-03 15:05:00,link_bank,iOS
u08621,2025-01-03 15:15:00,link_bank,iOS
u01100,2025-01-03 15:22:00,app_open,iOS
u02302,2025-01-03 15:49:00,app_open,Android
u06142,2025-01-03 16:03:00,complete_signup,Web
u05752,2025-01-03 16:04:00,app_open,Android
u01100,2025-01-03 16:22:00,complete_signup,iOS
u08968,2025-01-03 16:38:00,app_open,Android
u07918,2025-01-03 16:42:00,complete_signup,Android
u01869,2025-01-03 17:01:00,app_open,iOS
u04405,2025-01-03 17:33:00,link_bank,Android
u04002,2025-01-03 18:22:00,complete_signup,iOS
u01869,2025-01-03 19:01:00,complete_signup,Android
u03515,2025-01-03 20:12:00,complete_signup,Android
u04986,2025-01-03 21:16:00,app_open,Android
u08968,2025-01-03 21:38:00,complete_signup,Android
u01938,2025-01-03 22:44:00,link_bank,Web
u03162,2025-01-03 23:03:00,complete_signup,iOS
u04002,2025-01-03 23:22:00,link_bank,iOS
u05643,2025-01-03 23:35:00,link_bank,iOS
u05643,2025-01-03 23:35:00,fund_account,iOS
u05805,2025-01-03 23:51:00,app_open,iOS
u05752,2025-01-04 00:04:00,complete_signup,iOS
u04986,2025-01-04 01:16:00,complete_signup,iOS
u08726,2025-01-04 01:16:00,link_bank,Android
u01691,2025-01-04 01:44:00,app_open,Web
u02302,2025-01-04 01:49:00,complete_signup,iOS
u05883,2025-01-04 02:15:00,link_bank,Android
u04077,2025-01-04 03:17:00,app_open,Web
u04044,2025-01-04 03:47:00,app_open,Android
u04046,2025-01-04 04:01:00,app_open,Android
u05805,2025-01-04 04:51:00,complete_signup,Android
u02304,2025-01-04 05:50:00,app_open,iOS
u02939,2025-01-04 05:55:00,link_bank,Android
u05126,2025-01-04 06:44:00,fund_account,Android
u00032,2025-01-04 07:20:00,fund_account,iOS
u01401,2025-01-04 07:36:00,app_open,iOS
u02526,2025-01-04 07:51:00,app_open,iOS
u05752,2025-01-04 08:04:00,link_bank,iOS
u06018,2025-01-04 09:25:00,app_open,Android
u03069,2025-01-04 09:38:00,app_open,iOS
u01691,2025-01-04 09:44:00,complete_signup,Android
u04044,2025-01-04 09:47:00,complete_signup,Web
u05982,2025-01-04 09:47:00,app_open,iOS
u07938,2025-01-04 09:54:00,app_open,Web
u09634,2025-01-04 10:01:00,app_open,iOS
u08508,2025-01-04 10:09:00,app_open,iOS
u00304,2025-01-04 10:25:00,app_open,Android
u02257,2025-01-04 10:29:00,app_open,Android
u04121,2025-01-04 10:40:00,app_open,Android
u07801,2025-01-04 10:44:00,link_bank,Web
u06018,2025-01-04 11:25:00,complete_signup,Web
u02257,2025-01-04 11:29:00,complete_signup,iOS
u03907,2025-01-04 11:35:00,app_open,iOS
u02526,2025-01-04 11:51:00,complete_signup,Android
u02304,2025-01-04 12:50:00,complete_signup,iOS
u04046,2025-01-04 13:01:00,complete_signup,Android
u09634,2025-01-04 13:01:00,complete_signup,iOS
u00735,2025-01-04 13:12:00,app_open,iOS
u04077,2025-01-04 13:17:00,complete_signup,Android
u02422,2025-01-04 13:38:00,app_open,iOS
u06524,2025-01-04 13:56:00,app_open,Android
u08508,2025-01-04 15:09:00,complete_signup,Web
u00735,2025-01-04 15:12:00,complete_signup,iOS
u01401,2025-01-04 15:36:00,complete_signup,iOS
u00983,2025-01-04 16:04:00,app_open,Android
u00304,2025-01-04 16:25:00,complete_signup,Android
u02309,2025-01-04 16:35:00,app_open,iOS
u05982,2025-01-04 16:47:00,complete_signup,iOS
u06752,2025-01-04 16:57:00,link_bank,Android
u03907,2025-01-04 17:35:00,complete_signup,Android
u02541,2025-01-04 17:52:00,app_open,iOS
u01869,2025-01-04 18:01:00,link_bank,Web
u01518,2025-01-04 18:07:00,app_open,Android
u03069,2025-01-04 18:38:00,complete_signup,Android
u07938,2025-01-04 18:54:00,complete_signup,iOS
u02151,2025-01-04 19:44:00,app_open,Android
u00983,2025-01-04 20:04:00,complete_signup,Android
u01518,2025-01-04 20:07:00,complete_signup,iOS
u04121,2025-01-04 20:40:00,complete_signup,Android
u02541,2025-01-04 20:52:00,complete_signup,iOS
u07767,2025-01-04 21:00:00,app_open,Android
u06543,2025-01-04 21:09:00,app_open,Web
u02151,2025-01-04 21:44:00,complete_signup,Web
u07767,2025-01-04 22:00:00,complete_signup,iOS
u09315,2025-01-04 22:47:00,app_open,iOS
u08379,2025-01-04 22:56:00,app_open,Android
u08320,2025-01-04 23:33:00,app_open,iOS
u03069,2025-01-04 23:38:00,link_bank,iOS
u04121,2025-01-04 23:40:00,link_bank,Android
u06524,2025-01-04 23:56:00,complete_signup,Android
u01485,2025-01-05 00:07:00,app_open,Android
u02422,2025-01-05 00:38:00,complete_signup,iOS
u05990,2025-01-05 01:31:00,app_open,Android
u08591,2025-01-05 01:36:00,link_bank,iOS
u03176,2025-01-05 01:39:00,app_open,Web
u06102,2025-01-05 01:55:00,app_open,iOS
u03820,2025-01-05 02:49:00,link_bank,Android
u08051,2025-01-05 02:51:00,fund_account,Android
u05990,2025-01-05 03:31:00,complete_signup,Android
u02309,2025-01-05 03:35:00,complete_signup,iOS
u07579,2025-01-05 03:49:00,link_bank,iOS
u06102,2025-01-05 03:55:00,complete_signup,Web
u03179,2025-01-05 04:04:00,app_open,Android
u01476,2025-01-05 04:08:00,app_open,iOS
u08320,2025-01-05 04:33:00,complete_signup,iOS
u07938,2025-01-05 04:54:00,link_bank,Web
u08943,2025-01-05 05:07:00,app_open,Android
u09315,2025-01-05 05:47:00,complete_signup,iOS
u03095,2025-01-05 06:41:00,app_open,iOS
u02147,2025-01-05 07:29:00,app_open,Android
u03176,2025-01-05 07:39:00,complete_signup,Web
u06543,2025-01-05 08:09:00,complete_signup,iOS
u01406,2025-01-05 08:13:00,fund_account,iOS
u00362,2025-01-05 09:04:00,app_open,Android
u03179,2025-01-05 09:04:00,complete_signup,Android
u05508,2025-01-05 09:26:00,link_bank,Android
u08739,2025-01-05 09:55:00,link_bank,Android
u08185,2025-01-05 10:02:00,link_bank,Android
u03048,2025-01-05 10:03:00,link_bank,iOS
u01485,2025-01-05 10:07:00,complete_signup,Web
u01689,2025-01-05 10:54:00,link_bank,Android
u07530,2025-01-05 10:56:00,app_open,Android
u05445,2025-01-05 11:14:00,fund_account,iOS
u04213,2025-01-05 11:19:00,app_open,iOS
u02147,2025-01-05 11:29:00,complete_signup,Android
u01476,2025-01-05 12:08:00,complete_signup,Android
u03095,2025-01-05 12:41:00,complete_signup,Android
u01770,2025-01-05 12:49:00,app_open,Android
u00362,2025-01-05 13:04:00,complete_signup,iOS
u08943,2025-01-05 13:07:00,complete_signup,Web
u00146,2025-01-05 14:34:00,app_open,iOS
u03176,2025-01-05 14:39:00,link_bank,Android
u05428,2025-01-05 14:48:00,app_open,Android
u01008,2025-01-05 14:54:00,link_bank,Android
u03515,2025-01-05 15:12:00,link_bank,Android
u02575,2025-01-05 15:24:00,app_open,iOS
u00019,2025-01-05 15:44:00,app_open,iOS
u05428,2025-01-05 15:48:00,complete_signup,Android
u09865,2025-01-05 16:08:00,link_bank,Android
u02575,2025-01-05 16:24:00,complete_signup,iOS
u00417,2025-01-05 16:27:00,app_open,Web
u07918,2025-01-05 16:42:00,link_bank,iOS
u07420,2025-01-05 16:47:00,app_open,iOS
u05068,2025-01-05 16:53:00,app_open,iOS
u09630,2025-01-05 17:35:00,link_bank,iOS
u01770,2025-01-05 17:49:00,complete_signup,Android
u03515,2025-01-05 18:12:00,fund_account,Android
u08389,2025-01-05 18:53:00,link_bank,iOS
u07530,2025-01-05 18:56:00,complete_signup,Android
u04213,2025-01-05 20:19:00,complete_signup,Android
u04753,2025-01-05 20:20:00,link_bank,iOS
u02177,2025-01-05 20:54:00,link_bank,Android
u00417,2025-01-05 21:27:00,complete_signup,Android
u08968,2025-01-05 21:38:00,link_bank,Web
u08051,2025-01-05 21:51:00,make_investment,Android
u08483,2025-01-05 22:22:00,app_open,Web
u00019,2025-01-05 22:44:00,complete_signup,Web
u08051,2025-01-05 22:51:00,view_portfolio,Android
u00032,2025-01-05 23:20:00,make_investment,Android
u06824,2025-01-05 23:20:00,app_open,Android
u07420,2025-01-05 23:47:00,complete_signup,Web
u05068,2025-01-05 23:53:00,complete_signup,Android
u00362,2025-01-06 00:04:00,link_bank,iOS
u00032,2025-01-06 00:20:00,view_portfolio,iOS
u08483,2025-01-06 00:22:00,complete_signup,Android
u00146,2025-01-06 00:34:00,complete_signup,Android
u05068,2025-01-06 00:53:00,link_bank,iOS
u09625,2025-01-06 01:12:00,app_open,iOS
u09354,2025-01-06 03:21:00,link_bank,iOS
u09625,2025-01-06 04:12:00,complete_signup,Android
u00121,2025-01-06 04:17:00,app_open,Android
u04931,2025-01-06 04:33:00,app_open,Web
u00539,2025-01-06 05:07:00,app_open,Android
u05772,2025-01-06 05:12:00,app_open,iOS
u06824,2025-01-06 05:20:00,complete_signup,iOS
u01790,2025-01-06 05:36:00,app_open,Web
u06228,2025-01-06 06:24:00,app_open,iOS
u00304,2025-01-06 06:25:00,link_bank,Android
u02170,2025-01-06 06:35:00,app_open,iOS
u02541,2025-01-06 07:52:00,link_bank,Android
u02170,2025-01-06 08:35:00,complete_signup,Web
u00539,2025-01-06 09:07:00,complete_signup,Web
u07974,2025-01-06 09:32:00,app_open,Web
u06247,2025-01-06 10:04:00,app_open,Android
u05979,2025-01-06 10:18:00,app_open,Android
u06824,2025-01-06 10:20:00,link_bank,Android
u04023,2025-01-06 11:09:00,app_open,Android
u00143,2025-01-06 11:48:00,app_open,Android
u07530,2025-01-06 11:56:00,link_bank,iOS
u09634,2025-01-06 12:01:00,link_bank,Web
u08621,2025-01-06 12:15:00,fund_account,Web
u05990,2025-01-06 12:31:00,link_bank,iOS
u04931,2025-01-06 12:33:00,complete_signup,Web
u03849,2025-01-06 12:57:00,link_bank,iOS
u06142,2025-01-06 13:03:00,link_bank,Android
u01476,2025-01-06 13:08:00,link_bank,Android
u04023,2025-01-06 13:09:00,complete_signup,iOS
u06333,2025-01-06 13:10:00,app_open,iOS
u09187,2025-01-06 13:25:00,app_open,iOS
u01790,2025-01-06 13:36:00,complete_signup,iOS
u00336,2025-01-06 13:39:00,app_open,Android
u09252,2025-01-06 13:42:00,app_open,iOS
u06228,2025-01-06 14:24:00,complete_signup,Android
u05203,2025-01-06 14:54:00,app_open,Web
u00121,2025-01-06 15:17:00,complete_signup,Android
u03069,2025-01-06 15:38:00,fund_account,iOS
u05772,2025-01-06 16:12:00,complete_signup,Android
u08114,2025-01-06 16:15:00,app_open,Android
u04986,2025-01-06 16:16:00,link_bank,Android
u03907,2025-01-06 16:35:00,link_bank,Android
u00143,2025-01-06 16:48:00,complete_signup,iOS
u05203,2025-01-06 16:54:00,complete_signup,iOS
u00417,2025-01-06 17:27:00,link_bank,iOS
u07974,2025-01-06 17:32:00,complete_signup,iOS
u00336,2025-01-06 17:39:00,complete_signup,iOS
u06102,2025-01-06 17:55:00,link_bank,iOS
u08114,2025-01-06 18:15:00,complete_signup,Web
u08483,2025-01-06 18:22:00,link_bank,iOS
u09096,2025-01-06 18:31:00,app_open,iOS
u02812,2025-01-06 18:51:00,link_bank,Web
u09252,2025-01-06 19:42:00,complete_signup,iOS
u00496,2025-01-06 20:07:00,app_open,iOS
u05979,2025-01-06 20:18:00,complete_signup,Android
u02578,2025-01-06 20:53:00,app_open,iOS
u06247,2025-01-06 21:04:00,complete_signup,iOS
u06142,2025-01-06 22:03:00,fund_account,iOS
u01095,2025-01-06 22:11:00,app_open,Android
u04290,2025-01-06 22:21:00,app_open,Android
u08717,2025-01-06 22:50:00,app_open,Android
u01100,2025-01-06 23:22:00,link_bank,Android
u02309,2025-01-06 23:35:00,link_bank,iOS
u02578,2025-01-06 23:53:00,complete_signup,Web
u06333,2025-01-07 00:10:00,complete_signup,Android
u04077,2025-01-07 00:17:00,link_bank,Android
u09187,2025-01-07 00:25:00,complete_signup,iOS
u03367,2025-01-07 01:56:00,app_open,Android
u04290,2025-01-07 02:21:00,complete_signup,iOS
u09096,2025-01-07 02:31:00,complete_signup,iOS
u06257,2025-01-07 03:23:00,app_open,iOS
u08717,2025-01-07 03:50:00,complete_signup,iOS
u00552,2025-01-07 04:31:00,app_open,Web
u02170,2025-01-07 04:35:00,link_bank,iOS
u00258,2025-01-07 04:38:00,app_open,Android
u01444,2025-01-07 04:48:00,app_open,Android
u01683,2025-01-07 04:53:00,link_bank,iOS
u00496,2025-01-07 05:07:00,complete_signup,Android
u02425,2025-01-07 05:20:00,link_bank,Android
u00258,2025-01-07 05:38:00,complete_signup,Android
u01095,2025-01-07 07:11:00,complete_signup,iOS
u03179,2025-01-07 10:04:00,link_bank,Android
u06655,2025-01-07 10:16:00,app_open,Android
u03367,2025-01-07 10:56:00,complete_signup,Web
u06257,2025-01-07 11:23:00,complete_signup,Android
u00552,2025-01-07 11:31:00,complete_signup,Web
u07961,2025-01-07 11:34:00,app_open,Android
u00336,2025-01-07 11:39:00,link_bank,Android
u02526,2025-01-07 11:51:00,link_bank,iOS
u08420,2025-01-07 11:57:00,fund_account,iOS
u06696,2025-01-07 12:18:00,app_open,Web
u07961,2025-01-07 12:34:00,complete_signup,iOS
u07420,2025-01-07 12:47:00,link_bank,Android
u00143,2025-01-07 12:48:00,link_bank,Web
u01485,2025-01-07 13:07:00,link_bank,Android
u06696,2025-01-07 13:18:00,complete_signup,Web
u08978,2025-01-07 13:24:00,app_open,Android
u00417,2025-01-07 13:27:00,fund_account,Web
u01132,2025-01-07 13:42:00,app_open,Android
u01425,2025-01-07 14:19:00,app_open,Android
u04405,2025-01-07 14:33:00,fund_account,Android
u01790,2025-01-07 14:36:00,link_bank,iOS
u05316,2025-01-07 14:36:00,app_open,iOS
u06406,2025-01-07 14:39:00,app_open,iOS
u02728,2025-01-07 15:09:00,fund_account,Web
u06406,2025-01-07 15:39:00,complete_signup,Android
u01444,2025-01-07 15:48:00,complete_signup,Web
u04213,2025-01-07 16:19:00,link_bank,iOS
u05452,2025-01-07 16:31:00,app_open,Android
u09583,2025-01-07 16:35:00,app_open,iOS
u02087,2025-01-07 16:43:00,app_open,iOS
u03790,2025-01-07 16:54:00,app_open,Web
u01518,2025-01-07 17:07:00,link_bank,iOS
u06824,2025-01-07 17:20:00,fund_account,Web
u05817,2025-01-07 17:30:00,app_open,Android
u05452,2025-01-07 17:31:00,complete_signup,iOS
u09577,2025-01-07 18:00:00,app_open,Android
u08320,2025-01-07 18:33:00,link_bank,Android
u03095,2025-01-07 18:41:00,link_bank,iOS
u02515,2025-01-07 18:51:00,app_open,Android
u07005,2025-01-07 18:54:00,make_investment,Android
u07813,2025-01-07 19:03:00,app_open,iOS
u01425,2025-01-07 19:19:00,complete_signup,iOS
u01425,2025-01-07 19:19:00,link_bank,Android
u07005,2025-01-07 19:54:00,view_portfolio,Android
u06655,2025-01-07 20:16:00,complete_signup,iOS
u08978,2025-01-07 20:24:00,complete_signup,iOS
u05632,2025-01-07 20:37:00,app_open,Android
u02422,2025-01-07 20:38:00,link_bank,Android
u01132,2025-01-07 20:42:00,complete_signup,Android
u05316,2025-01-07 21:36:00,complete_signup,iOS
u02515,2025-01-07 21:51:00,complete_signup,Android
u03790,2025-01-07 21:54:00,complete_signup,Android
u06655,2025-01-07 22:16:00,link_bank,iOS
u07225,2025-01-07 22:22:00,app_open,Android
u07226,2025-01-07 22:26:00,app_open,Android
u09583,2025-01-07 22:35:00,complete_signup,Android
u09422,2025-01-07 22:58:00,app_open,Web
u04926,2025-01-07 23:07:00,app_open,Android
u05817,2025-01-07 23:30:00,complete_signup,Android
u09096,2025-01-07 23:31:00,link_bank,Android
u02087,2025-01-07 23:43:00,complete_signup,Android
u09422,2025-01-07 23:58:00,complete_signup,Android
u02575,2025-01-08 00:24:00,link_bank,iOS
u05508,2025-01-08 00:26:00,fund_account,iOS
u04503,2025-01-08 01:28:00,app_open,Android
u07974,2025-01-08 01:32:00,link_bank,Android
u07420,2025-01-08 01:47:00,fund_account,Android
u09848,2025-01-08 01:57:00,app_open,iOS
u04290,2025-01-08 02:21:00,link_bank,Android
u07767,2025-01-08 03:00:00,link_bank,Android
u07813,2025-01-08 03:03:00,complete_signup,iOS
u04698,2025-01-08 03:04:00,app_open,iOS
u00111,2025-01-08 03:46:00,app_open,iOS
u07470,2025-01-08 04:10:00,app_open,iOS
u04614,2025-01-08 04:17:00,app_open,Web
u05632,2025-01-08 04:37:00,complete_signup,iOS
u00111,2025-01-08 04:46:00,complete_signup,iOS
u04046,2025-01-08 05:01:00,link_bank,Android
u04926,2025-01-08 05:07:00,complete_signup,iOS
u05387,2025-01-08 05:27:00,app_open,Web
u02257,2025-01-08 05:29:00,link_bank,Android
u09315,2025-01-08 05:47:00,link_bank,Android
u03849,2025-01-08 05:57:00,fund_account,Android
u02263,2025-01-08 06:00:00,app_open,Web
u00983,2025-01-08 06:04:00,link_bank,iOS
u07226,2025-01-08 06:26:00,complete_signup,Android
u04931,2025-01-08 06:33:00,link_bank,Web
u01254,2025-01-08 06:43:00,app_open,Android
u03849,2025-01-08 06:57:00,make_investment,Android
u02263,2025-01-08 07:00:00,view_portfolio,iOS
u01151,2025-01-08 07:44:00,app_open,iOS
u03849,2025-01-08 07:57:00,view_portfolio,Android
u00301,2025-01-08 08:05:00,fund_account,iOS
u04139,2025-01-08 08:16:00,app_open,Android
u07961,2025-01-08 08:34:00,link_bank,Web
u05860,2025-01-08 08:39:00,app_open,Web
u09848,2025-01-08 08:57:00,complete_signup,Android
u04139,2025-01-08 09:16:00,complete_signup,Android
u07225,2025-01-08 09:22:00,complete_signup,iOS
u03837,2025-01-08 10:00:00,app_open,Android
u02136,2025-01-08 10:40:00,app_open,Android
u05397,2025-01-08 10:48:00,app_open,Web
u04698,2025-01-08 11:04:00,complete_signup,Android
u06247,2025-01-08 11:04:00,link_bank,Android
u04614,2025-01-08 11:17:00,complete_signup,Android
u06257,2025-01-08 11:23:00,link_bank,iOS
u02575,2025-01-08 11:24:00,fund_account,Android
u04503,2025-01-08 11:28:00,complete_signup,Web
u05397,2025-01-08 11:48:00,complete_signup,Web
u05914,2025-01-08 12:08:00,app_open,Android
u05387,2025-01-08 12:27:00,complete_signup,Android
u05860,2025-01-08 12:39:00,complete_signup,iOS
u01254,2025-01-08 12:43:00,complete_signup,iOS
u01151,2025-01-08 12:44:00,complete_signup,Web
u01683,2025-01-08 12:53:00,fund_account,iOS
u06524,2025-01-08 12:56:00,link_bank,Android
u07470,2025-01-08 13:10:00,complete_signup,Android
u09625,2025-01-08 13:12:00,link_bank,iOS
u02522,2025-01-08 13:19:00,app_open,iOS
u00336,2025-01-08 13:39:00,fund_account,iOS
u01254,2025-01-08 13:43:00,link_bank,Web
u00301,2025-01-08 14:05:00,make_investment,iOS
u08726,2025-01-08 14:16:00,fund_account,Android
u00417,2025-01-08 14:27:00,make_investment,iOS
u02087,2025-01-08 14:43:00,link_bank,Android
u00301,2025-01-08 15:05:00,view_portfolio,iOS
u00417,2025-01-08 15:27:00,view_portfolio,Android
u04933,2025-01-08 16:17:00,app_open,Web
u01518,2025-01-08 17:07:00,fund_account,iOS
u04261,2025-01-08 17:22:00,app_open,iOS
u02136,2025-01-08 17:40:00,complete_signup,Android
u09786,2025-01-08 17:57:00,app_open,Android
u00983,2025-01-08 18:04:00,fund_account,Web
u04933,2025-01-08 18:17:00,complete_signup,Android
u06656,2025-01-08 18:49:00,app_open,iOS
u02515,2025-01-08 18:51:00,link_bank,iOS
u07470,2025-01-08 19:10:00,link_bank,Web
u05397,2025-01-08 19:48:00,link_bank,Android
u03249,2025-01-08 20:04:00,app_open,iOS
u09432,2025-01-08 20:17:00,app_open,iOS
u08281,2025-01-08 20:33:00,app_open,Android
u01409,2025-01-08 21:14:00,app_open,iOS
u09432,2025-01-08 21:17:00,complete_signup,Android
u02147,2025-01-08 21:29:00,link_bank,iOS
u05914,2025-01-08 22:08:00,complete_signup,iOS
u02522,2025-01-08 23:19:00,complete_signup,Android
u08281,2025-01-08 23:33:00,complete_signup,Web
u05643,2025-01-09 00:00:00,app_open,iOS
