
cohort_week,0,1,2,3,4,5,6,7,8
2025-04-07,1.0,0.8208092485549133,0.6242774566473989,0.4624277456647399,0.36416184971098264,0.3236994219653179,0.2832369942196532,0.24277456647398843,0.2023121387283237
2025-04-14,1.0,0.8656716417910447,0.6716417910447762,0.5771144278606966,0.48756218905472637,0.38308457711442784,0.3283582089552239,0.2537313432835821,0.208955223880597
2025-04-21,1.0,0.839622641509434,0.5943396226415094,0.44339622641509435,0.35377358490566035,0.3113207547169811,0.24528301886792453,0.2169811320754717,0.16037735849056603
2025-04-28,1.0,0.775609756097561,0.6439024390243903,0.5317073170731708,0.44390243902439025,0.35609756097560974,0.3121951219512195,0.24878048780487805,0.2097560975609756
2025-05-05,1.0,0.8304093567251462,0.6432748538011696,0.543859649122807,0.4619883040935672,0.36257309941520466,0.25146198830409355,0.2222222222222222,0.17543859649122806
2025-05-12,1.0,0.8275862068965517,0.6724137931034483,0.5057471264367817,0.41379310344827586,0.3333333333333333,0.23563218390804597,0.21264367816091953,0.1781609195402299
2025-05-19,1.0,0.7952380952380952,0.5952380952380952,0.44761904761904764,0.3619047619047619,0.319047619047619,0.22380952380952382,0.18571428571428572,0.13333333333333333
2025-05-26,1.0,0.8518518518518519,0.7037037037037037,0.5291005291005291,0.43386243386243384,0.3492063492063492,0.2962962962962963,0.2751322751322751,0.2328042328042328
2025-06-02,1.0,0.8406593406593407,0.6538461538461539,0.5274725274725275,0.4230769230769231,0.31868131868131866,0.2802197802197802,0.21428571428571427,0.16483516483516483
2025-06-09,1.0,0.8275862068965517,0.6502463054187192,0.5369458128078818,0.45320197044334976,0.3448275862068966,0.28078817733990147,0.19704433497536947,0.15763546798029557
2025-06-16,1.0,0.7989690721649485,0.6134020618556701,0.4793814432989691,0.37628865979381443,0.27835051546391754,0.211340206185567,0.17525773195876287,0.12886597938144329
2025-06-23,1.0,0.8229665071770335,0.6267942583732058,0.5311004784688995,0.42105263157894735,0.3157894736842105,0.23444976076555024,0.20095693779904306,0.1674641148325359
2025-06-30,1.0,0.8430232558139535,0.7034883720930233,0.48255813953488375,0.4127906976744186,0.31976744186046513,0.23837209302325582,0.19186046511627908,0.14534883720930233
2025-07-07,1.0,0.8341968911917098,0.6373056994818653,0.5025906735751295,0.42487046632124353,0.32642487046632124,0.20207253886010362,0.15025906735751296,0.12953367875647667
2025-07-14,1.0,0.8048780487804879,0.6048780487804878,0.4634146341463415,0.33658536585365856,0.2634146341463415,0.22926829268292684,0.14146341463414633,0.11219512195121951
2025-07-21,1.0,0.8391959798994975,0.678391959798995,0.5326633165829145,0.4020100502512563,0.35175879396984927,0.2814070351758794,0.24120603015075376,0.1658291457286432
2025-07-28,1.0,0.8310502283105022,0.6757990867579908,0.547945205479452,0.4794520547945205,0.3515981735159817,0.2694063926940639,0.228310502283105,0.1917808219178082
2025-08-04,1.0,0.8352272727272727,0.6136363636363636,0.5,0.39204545454545453,0.30113636363636365,0.2556818181818182,0.19886363636363635,0.1534090909090909
2025-08-11,1.0,0.8497409326424871,0.6735751295336787,0.5129533678756477,0.38860103626943004,0.33678756476683935,0.24870466321243523,0.19170984455958548,0.18134715025906736
2025-08-18,1.0,0.8295454545454546,0.6477272727272727,0.5056818181818182,0.375,0.30113636363636365,0.19318181818181818,0.1590909090909091,0.10795454545454546
2025-08-25,1.0,0.8324022346368715,0.6089385474860335,0.4860335195530726,0.40782122905027934,0.33519553072625696,0.2737430167597765,0.21787709497206703,0.18994413407821228
2025-09-01,1.0,0.8388888888888889,0.6388888888888888,0.5388888888888889,0.4166666666666667,0.3388888888888889,0.22777777777777777,0.17777777777777778,0.11666666666666667
2025-09-08,1.0,0.8578947368421053,0.7,0.5684210526315789,0.45263157894736844,0.3368421052631579,0.28421052631578947,0.20526315789473684,0.15789473684210525
2025-09-15,1.0,0.8277777777777777,0.6611111111111111,0.5166666666666667,0.45,0.35555555555555557,0.3,0.23333333333333334,0.17222222222222222
2025-09-22,1.0,0.8351648351648352,0.6978021978021978,0.5659340659340659,0.3901098901098901,0.3076923076923077,0.23076923076923078,0.1978021978021978,0.15384615384615385
2025-09-29,1.0,0.8674033149171271,0.6685082872928176,0.5359116022099447,0.4530386740331492,0.35911602209944754,0.292817679558011,0.26519337016574585,0.2154696132596685
2025-10-06,1.0,0.7909604519774012,0.5932203389830508,0.4745762711864407,0.4067796610169492,0.3220338983050847,0.22033898305084745,0.14689265536723164,0.12994350282485875
2025-10-13,1.0,0.8556149732620321,0.6737967914438503,0.5347593582887701,0.45989304812834225,0.3689839572192513,0.2887700534759358,0.24064171122994651,0.18716577540106952
2025-10-20,1.0,0.8461538461538461,0.6813186813186813,0.5,0.3901098901098901,0.2857142857142857,0.1978021978021978,0.14285714285714285,0.11538461538461539
2025-10-27,1.0,0.8235294117647058,0.6764705882352942,0.5637254901960784,0.4362745098039216,0.35784313725490197,0.3137254901960784,0.22549019607843138,0.16666666666666666
2025-11-03,1.0,0.8152173913043478,0.6304347826086957,0.5217391304347826,0.41847826086956524,0.32608695652173914,0.23369565217391305,0.20108695652173914,0.15760869565217392
2025-11-10,1.0,0.8421052631578947,0.6894736842105263,0.5631578947368421,0.4368421052631579,0.3631578947368421,0.3,0.26842105263157895,0.21578947368421053
2025-11-17,1.0,0.856353591160221,0.6685082872928176,0.5359116022099447,0.40331491712707185,0.3149171270718232,0.2596685082872928,0.23204419889502761,0.17679558011049723
2025-11-24,1.0,0.8043478260869565,0.6521739130434783,0.5489130434782609,0.4782608695652174,0.40217391304347827,0.32608695652173914,0.24456521739130435,0.19021739130434784
2025-12-01,1.0,0.8527918781725888,0.6598984771573604,0.5076142131979695,0.4467005076142132,0.38071065989847713,0.29441624365482233,0.233502538071066,0.20812182741116753
2025-12-08,1.0,0.8391959798994975,0.6432160804020101,0.47738693467336685,0.3869346733668342,0.2814070351758794,0.24120603015075376,0.18090452261306533,0.135678391959799
2025-12-15,1.0,0.8547008547008547,0.6837606837606838,0.5598290598290598,0.4829059829059829,0.405982905982906,0.31196581196581197,0.23076923076923078,0.1752136752136752
2025-12-22,1.0,0.8763440860215054,0.7043010752688172,0.5698924731182796,0.46774193548387094,0.3924731182795699,0.3279569892473118,0.25806451612903225,0.20430107526881722
2025-12-29,1.0,0.8602150537634409,0.7419354838709677,0.5913978494623656,0.44086021505376344,0.3333333333333333,0.23655913978494625,0.20430107526881722,0.16129032258064516
